1	I	126717	126723
1	I	39321	39327
1	I	123100	123106
1	I	198282	198288
1	I	67075	67081
1	I	38042	38048
1	I	143409	143415
1	I	57035	57041
1	I	90764	90770
1	I	69241	69247
1	I	121722	121728
1	I	104683	104689
1	I	23887	23893
1	I	161325	161331
1	I	35823	35829
1	I	185414	185420
1	I	7315	7321
1	I	118598	118604
1	I	19694	19700
1	I	190507	190513
1	I	129626	129632
1	I	157293	157299
1	I	116542	116548
1	I	72846	72852
1	I	142857	142863
1	I	73845	73851
1	I	108879	108885
1	I	1723	1729
1	I	100714	100720
1	I	45866	45872
1	I	176921	176927
1	I	28979	28985
1	I	160690	160696
1	I	17486	17492
1	I	129335	129341
1	I	5743	5749
1	I	127554	127560
1	I	100973	100979
1	I	114691	114697
1	I	174046	174052
1	I	164688	164694
1	I	49881	49887
1	I	23526	23532
1	I	126288	126294
1	I	73997	74003
1	I	190402	190408
1	I	172089	172095
1	I	5978	5984
1	I	2285	2291
1	I	81131	81137
1	I	153297	153303
1	I	106060	106066
1	I	45964	45970
1	I	158920	158926
1	I	79439	79445
1	I	181753	181759
1	I	47311	47317
1	I	142338	142344
1	I	77420	77426
1	I	171434	171440
1	I	83408	83414
1	I	183137	183143
1	I	80378	80384
1	I	80369	80375
1	I	83296	83302
1	I	111920	111926
1	I	33764	33770
1	I	95089	95095
1	I	89459	89465
1	I	176382	176388
1	I	23709	23715
1	I	100284	100290
1	I	2980	2986
1	I	142672	142678
1	I	8927	8933
1	I	3596	3602
1	I	44176	44182
1	I	150972	150978
1	I	159257	159263
1	I	168698	168704
1	I	82247	82253
1	I	85206	85212
1	I	189267	189273
1	I	133236	133242
1	I	32819	32825
1	I	154914	154920
1	I	162291	162297
1	I	64549	64555
1	I	108825	108831
1	I	132696	132702
1	I	109290	109296
1	I	41307	41313
1	I	63276	63282
1	I	79091	79097
1	I	141132	141138
1	I	186837	186843
1	I	137181	137187
1	I	115695	115701
1	I	62630	62636
1	I	141839	141845
1	I	158896	158902
1	I	6956	6962
1	I	33276	33282
1	I	42758	42764
1	I	63860	63866
1	I	110977	110983
1	I	158005	158011
1	I	34762	34768
1	I	129012	129018
1	I	157099	157105
1	I	65071	65077
1	I	33185	33191
1	I	194303	194309
1	I	39947	39953
1	I	122761	122767
1	I	170939	170945
1	I	102595	102601
1	I	48431	48437
1	I	2810	2816
1	I	103705	103711
1	I	193265	193271
1	I	58520	58526
1	I	199308	199314
1	I	45877	45883
1	I	28118	28124
1	I	51093	51099
1	I	193516	193522
1	I	29651	29657
1	I	115917	115923
1	I	46480	46486
1	I	169091	169097
1	I	133892	133898
1	I	122334	122340
1	I	18095	18101
1	I	90753	90759
1	I	8300	8306
1	I	59093	59099
1	I	45294	45300
1	I	186059	186065
1	I	85936	85942
1	I	22347	22353
1	I	177529	177535
1	I	955	961
1	I	6233	6239
1	I	150718	150724
1	I	154298	154304
1	I	10104	10110
1	I	9911	9917
1	I	120162	120168
1	I	4398	4404
1	I	94447	94453
1	I	96062	96068
1	I	188440	188446
1	I	98051	98057
1	I	49259	49265
1	I	64877	64883
1	I	72057	72063
1	I	140266	140272
1	I	29889	29895
1	I	135911	135917
1	I	97726	97732
1	I	19135	19141
1	I	140279	140285
1	I	82930	82936
1	I	175203	175209
1	I	172453	172459
1	I	111685	111691
1	I	178187	178193
1	I	99525	99531
1	I	42246	42252
1	I	172724	172730
1	I	182354	182360
1	I	108955	108961
1	I	101220	101226
1	I	16926	16932
1	I	36583	36589
1	I	123519	123525
1	I	26144	26150
1	I	171877	171883
1	I	98037	98043
1	I	82664	82670
1	I	170385	170391
1	I	12873	12879
1	I	59518	59524
1	I	12004	12010
1	I	102168	102174
1	I	105807	105813
1	I	159112	159118
1	I	1374	1380
1	I	170435	170441
1	I	7598	7604
1	I	15892	15898
1	I	176435	176441
1	I	116117	116123
1	I	112793	112799
1	I	114382	114388
1	I	99776	99782
1	I	72656	72662
1	I	79991	79997
1	I	133520	133526
1	I	95134	95140
1	I	47874	47880
1	I	159583	159589
1	I	155980	155986
1	I	106799	106805
1	I	51468	51474
1	I	19834	19840
1	I	87259	87265
1	I	42195	42201
1	I	179621	179627
1	I	190218	190224
1	I	142633	142639
1	I	152631	152637
1	I	40556	40562
1	I	43063	43069
1	I	85996	86002
1	I	34109	34115
1	I	173931	173937
1	I	161268	161274
1	I	23909	23915
1	I	23181	23187
1	I	105808	105814
