I	40281	+
I	114061	+
I	31297	+
I	22945	-
I	45064	-
I	85819	+
I	152986	+
I	140392	+
I	152647	-
I	178403	+
I	80834	+
I	101817	-
I	141477	+
I	148884	-
I	61722	+
I	97731	-
I	18171	+
I	140805	-
I	79313	-
I	74264	+
I	23577	+
I	63581	-
I	114144	+
I	152881	+
I	106916	+
I	15519	+
I	65318	+
I	149754	-
I	198452	+
I	48467	+
I	59907	-
I	166913	+
I	72393	+
I	36268	+
I	32491	-
I	196691	+
I	144442	+
I	65006	-
I	162015	-
I	167850	+
I	42619	-
I	26577	-
I	181313	+
I	467	-
I	79139	-
I	9227	+
I	161093	+
I	15943	+
I	189023	-
I	128712	+
I	90587	+
I	88763	+
I	48701	+
I	38837	-
I	151857	+
I	136229	-
I	94351	+
I	156107	+
I	67577	+
I	51018	-
I	94792	-
I	97950	+
I	188613	-
I	70704	-
I	10876	+
I	34836	-
I	161716	-
I	74291	-
I	168709	-
I	74436	-
I	132740	+
I	137896	+
I	64255	-
I	7665	-
I	105532	-
I	12540	-
I	156317	-
I	172352	+
I	47888	+
I	126749	-
I	57760	-
I	178537	+
I	148790	-
I	158006	+
I	95927	-
I	198399	+
I	35723	+
I	44829	-
I	98493	+
I	98102	-
I	171289	+
I	152274	+
I	116927	-
I	124228	+
I	165041	+
I	144403	-
I	157139	+
I	138062	+
I	15646	-
I	60772	-
I	136639	+
I	147632	-
I	193181	+
I	74728	+
I	182539	+
I	113190	+
I	75194	+
I	197454	-
I	174052	-
I	156828	-
I	83434	+
I	78173	-
I	14145	+
I	119231	-
I	28149	-
I	185597	+
I	61319	-
I	38043	-
I	195272	-
I	173321	+
I	179397	-
I	140591	+
I	110757	+
I	54090	-
I	147931	+
I	5471	-
I	86004	-
I	156938	-
I	197349	+
I	87667	-
I	163974	-
I	62473	-
I	99450	+
I	187300	+
I	27767	-
I	8306	+
I	57400	+
I	42267	+
I	115898	-
I	180149	-
I	197111	-
I	46951	-
I	48006	-
I	83665	-
I	27886	-
I	159313	-
I	78889	+
I	99194	-
I	14819	+
I	119965	-
I	28183	-
I	164717	+
I	67898	+
I	134559	+
I	181889	+
I	93794	+
I	59400	+
I	24741	+
I	53480	-
I	85826	-
I	29156	-
I	116082	-
I	190532	+
I	9479	+
I	125641	-
I	106697	+
I	108179	-
I	22300	-
I	104255	-
I	196502	+
I	197394	-
I	119169	+
I	54656	-
I	491	-
I	67377	-
I	99094	-
I	71674	-
I	147168	-
I	93766	-
I	55697	+
I	58400	-
I	18967	+
I	15747	-
I	176870	-
I	67301	-
I	156379	+
I	129023	-
I	27910	+
I	135029	-
I	192194	+
I	13849	+
I	106002	+
I	179454	+
I	21120	-
I	51656	-
I	96482	+
I	128446	+
I	6895	-
I	130770	-
I	65972	+
I	53565	+
I	197963	-
I	180587	-
I	24550	-
I	175434	+
I	23100	+
I	114131	-
I	85721	-
I	85199	-
I	29579	+
I	182394	-
I	80198	-
I	147421	-
I	45337	-
I	97820	+
I	64150	-
I	100149	-
I	156832	+
I	75081	+
I	139852	+
I	75204	-
I	167587	+
I	145300	-
I	17497	+
I	161886	+
I	173875	+
I	14069	-
I	124665	+
I	161670	+
I	49620	-
I	7205	+
I	87167	-
I	75735	-
I	86592	-
I	78390	-
I	142470	-
I	72520	+
I	165746	-
I	190694	-
I	21274	+
I	145686	-
I	178611	-
I	54036	-
I	84983	-
I	95390	-
I	66229	-
I	140038	+
I	57469	+
I	155773	+
I	117266	-
I	181830	-
I	75181	-
I	28169	-
I	127687	-
I	46223	+
I	133322	+
I	164482	+
I	152275	-
I	108239	-
I	13054	-
I	47261	-
I	72836	+
I	154436	-
I	146992	+
I	129386	+
I	12489	-
I	18880	-
I	172617	-
I	13577	-
I	36579	+
I	32744	+
I	150236	+
I	140764	-
I	16173	-
I	84402	-
I	5987	-
I	88999	+
I	46915	+
I	31643	-
I	155581	-
I	99091	+
I	136638	-
I	21068	-
I	87473	+
I	57650	-
I	171179	+
I	156156	+
I	46124	-
I	155008	+
