I	182202	+
I	63225	+
I	133343	-
I	195448	+
I	5173	-
I	142972	-
I	159473	-
I	152856	-
I	183981	-
I	26654	-
I	74470	+
I	124707	-
I	36672	-
I	155869	+
I	19471	-
I	90080	-
I	83030	+
I	89334	+
I	190935	+
I	5143	+
I	184079	-
I	93575	-
I	140588	-
I	65123	-
I	160491	+
I	186655	+
I	70124	+
I	32050	-
I	114689	-
I	169969	-
I	96930	-
I	117423	+
I	67927	+
I	121676	+
I	158086	-
I	129346	-
I	73743	+
I	55045	+
I	21215	-
I	56597	+
I	91751	-
I	172526	-
I	134650	-
I	12122	-
I	75568	-
I	10778	+
I	22415	+
I	84475	-
I	173338	+
I	51306	-
I	132799	+
I	174834	-
I	193407	+
I	3330	-
I	40234	-
I	4577	-
I	123625	+
I	127431	+
I	139584	+
I	28366	+
I	9698	-
I	186111	-
I	132306	-
I	191176	+
I	101460	+
I	92036	-
I	148882	+
I	82358	+
I	107891	-
I	44942	+
I	112733	-
I	110151	-
I	141009	-
I	168605	+
I	113939	+
I	124879	-
I	17466	+
I	152096	+
I	145377	+
I	28248	-
I	138371	-
I	194578	+
I	1023	+
I	10826	+
I	116513	-
I	118820	-
I	60100	-
I	114325	+
I	184824	-
I	130195	-
I	28772	-
I	83071	-
I	153331	+
I	23653	+
I	82530	-
I	106119	-
I	68394	-
I	87005	-
I	72339	-
I	80750	+
I	68622	+
I	89030	+
I	33570	+
I	12703	-
I	90274	-
I	125586	+
I	147504	+
I	135134	-
I	24214	-
I	145625	-
I	152226	-
I	159207	+
I	132381	-
I	150440	-
I	132160	-
I	130589	-
I	123594	+
I	184296	-
I	81816	-
I	71565	-
I	151879	+
I	21517	+
I	4715	+
I	94089	-
I	99386	-
I	166822	+
I	167454	-
I	102125	-
I	126550	+
I	56020	-
I	47914	+
I	180690	+
I	3613	+
I	69097	+
I	51125	-
I	83557	+
I	12785	+
I	115912	+
I	96556	+
I	141369	-
I	76413	-
I	90496	-
I	128820	-
I	54699	-
I	114476	-
I	93576	-
I	170852	+
I	159978	-
I	101737	-
I	101623	+
I	104252	+
I	165192	+
I	148755	+
I	92685	+
I	95713	+
I	183224	-
I	128345	-
I	116844	+
I	196041	+
I	191096	+
I	5051	+
I	196989	+
I	179409	-
I	184087	-
I	21132	-
I	185402	+
I	136031	+
I	33782	-
I	158816	+
I	90773	-
I	71545	+
I	134025	-
I	54033	+
I	179660	+
I	35606	+
I	54713	+
I	68347	-
I	39933	+
I	111822	+
I	31805	+
I	170004	+
I	13530	+
I	9271	-
I	124195	-
I	3115	+
I	189531	-
I	149386	+
I	17647	+
I	32472	+
I	12501	-
I	61635	+
I	155542	-
I	22335	-
I	43776	+
I	28521	-
I	138166	+
I	96706	+
I	156008	-
I	127740	+
I	130144	-
I	59178	+
I	160989	+
I	121922	-
I	24639	+
I	138822	+
I	138288	+
I	99396	+
I	170065	+
I	115255	+
I	98467	-
I	76247	-
I	109901	+
I	141235	-
I	32348	-
I	67552	+
I	87670	+
I	167390	+
I	197066	+
I	133253	+
I	26342	+
I	9089	+
I	8999	+
I	102744	-
I	24426	-
I	157900	+
I	3573	-
I	62500	-
I	112572	+
I	24839	-
I	83759	-
I	34965	-
I	177166	-
I	132151	-
I	61870	-
I	97867	+
I	150891	-
I	78188	+
