1	I	119460	119466
1	I	164841	164847
1	I	171727	171733
1	I	150064	150070
1	I	116904	116910
1	I	17655	17661
1	I	183895	183901
1	I	73346	73352
1	I	61743	61749
1	I	131070	131076
1	I	20385	20391
1	I	190253	190259
1	I	183162	183168
1	I	147593	147599
1	I	26887	26893
1	I	13222	13228
1	I	162124	162130
1	I	38573	38579
1	I	10034	10040
1	I	12801	12807
1	I	135889	135895
1	I	86193	86199
1	I	51618	51624
1	I	46248	46254
1	I	30670	30676
1	I	30668	30674
1	I	158196	158202
1	I	106145	106151
1	I	159871	159877
1	I	88188	88194
1	I	126397	126403
1	I	173824	173830
1	I	42708	42714
1	I	51358	51364
1	I	158052	158058
1	I	40785	40791
1	I	186149	186155
1	I	79492	79498
1	I	103635	103641
1	I	159392	159398
1	I	187811	187817
1	I	64508	64514
1	I	7543	7549
1	I	76023	76029
1	I	64098	64104
1	I	62129	62135
1	I	136677	136683
1	I	154530	154536
1	I	45888	45894
1	I	188999	189005
1	I	17002	17008
1	I	123299	123305
1	I	162336	162342
1	I	116020	116026
1	I	23028	23034
1	I	59022	59028
1	I	21457	21463
1	I	153202	153208
1	I	7999	8005
1	I	92053	92059
1	I	28868	28874
1	I	171206	171212
1	I	8671	8677
1	I	47002	47008
1	I	197541	197547
1	I	107710	107716
1	I	141985	141991
1	I	135502	135508
1	I	191833	191839
1	I	78664	78670
1	I	32010	32016
1	I	166855	166861
1	I	99312	99318
1	I	85928	85934
1	I	105426	105432
1	I	146834	146840
1	I	44362	44368
1	I	132017	132023
1	I	152936	152942
1	I	57734	57740
1	I	34823	34829
1	I	26285	26291
1	I	138240	138246
1	I	41598	41604
1	I	138485	138491
1	I	142510	142516
1	I	73519	73525
1	I	165096	165102
1	I	132848	132854
1	I	110897	110903
1	I	175589	175595
1	I	139674	139680
1	I	17487	17493
1	I	145205	145211
1	I	188658	188664
1	I	187185	187191
1	I	63340	63346
1	I	1793	1799
1	I	41900	41906
1	I	88454	88460
1	I	146771	146777
1	I	60750	60756
1	I	199294	199300
1	I	18840	18846
1	I	44704	44710
1	I	64777	64783
1	I	138160	138166
1	I	121275	121281
1	I	142587	142593
1	I	52133	52139
1	I	76542	76548
1	I	5031	5037
1	I	188771	188777
1	I	191721	191727
1	I	15741	15747
1	I	191466	191472
1	I	134930	134936
1	I	34349	34355
1	I	54043	54049
1	I	193817	193823
1	I	3701	3707
1	I	78387	78393
1	I	102092	102098
1	I	16414	16420
1	I	59011	59017
1	I	166231	166237
1	I	68004	68010
1	I	107597	107603
1	I	1384	1390
1	I	90317	90323
1	I	67738	67744
1	I	160930	160936
1	I	41964	41970
1	I	91164	91170
1	I	162536	162542
1	I	28186	28192
1	I	193927	193933
1	I	20354	20360
1	I	146319	146325
1	I	192528	192534
1	I	77139	77145
1	I	172099	172105
1	I	38022	38028
1	I	198887	198893
1	I	34221	34227
1	I	119871	119877
1	I	71219	71225
1	I	154376	154382
1	I	116512	116518
1	I	163270	163276
1	I	18489	18495
1	I	171529	171535
1	I	188807	188813
1	I	21923	21929
1	I	115663	115669
1	I	15135	15141
1	I	191097	191103
1	I	142904	142910
1	I	45606	45612
1	I	44234	44240
1	I	47102	47108
1	I	95419	95425
1	I	72526	72532
1	I	79771	79777
1	I	19847	19853
1	I	25021	25027
1	I	24489	24495
1	I	123902	123908
1	I	148281	148287
1	I	180098	180104
1	I	156187	156193
1	I	37616	37622
1	I	144882	144888
1	I	16541	16547
1	I	144455	144461
1	I	3752	3758
1	I	134102	134108
1	I	95265	95271
1	I	84920	84926
1	I	192081	192087
1	I	195431	195437
1	I	51230	51236
1	I	137236	137242
1	I	112233	112239
1	I	152494	152500
1	I	15611	15617
1	I	2489	2495
1	I	172054	172060
1	I	144448	144454
1	I	59465	59471
1	I	119944	119950
1	I	173584	173590
1	I	132310	132316
1	I	5715	5721
1	I	52596	52602
1	I	94493	94499
1	I	42786	42792
1	I	133408	133414
1	I	44497	44503
1	I	22956	22962
1	I	21814	21820
1	I	56448	56454
1	I	119810	119816
1	I	101254	101260
1	I	50662	50668
1	I	106621	106627
1	I	177195	177201
1	I	187925	187931
1	I	98709	98715
1	I	195163	195169
1	I	124675	124681
1	I	57398	57404
1	I	125806	125812
1	I	125038	125044
1	I	42435	42441
1	I	135841	135847
1	I	75953	75959
1	I	138275	138281
1	I	112503	112509
1	I	197312	197318
1	I	36317	36323
1	I	117942	117948
1	I	91115	91121
1	I	69259	69265
1	I	52338	52344
1	I	50242	50248
1	I	4713	4719
1	I	71881	71887
1	I	143979	143985
1	I	31660	31666
1	I	161630	161636
1	I	40932	40938
1	I	3483	3489
1	I	161214	161220
1	I	163931	163937
1	I	93862	93868
1	I	57202	57208
1	I	159635	159641
1	I	127890	127896
1	I	56091	56097
1	I	174059	174065
1	I	79586	79592
1	I	91158	91164
1	I	89734	89740
1	I	33799	33805
1	I	114361	114367
1	I	54624	54630
1	I	171822	171828
1	I	181384	181390
1	I	99613	99619
1	I	129736	129742
1	I	126683	126689
1	I	71999	72005
1	I	69640	69646
1	I	113478	113484
1	I	179730	179736
1	I	123586	123592
1	I	191317	191323
1	I	7084	7090
1	I	45704	45710
1	I	100607	100613
1	I	168735	168741
1	I	90461	90467
1	I	136436	136442
1	I	72278	72284
1	I	198508	198514
1	I	86976	86982
1	I	27575	27581
1	I	169629	169635
1	I	150396	150402
1	I	135547	135553
1	I	112296	112302
1	I	80341	80347
1	I	135924	135930
1	I	158254	158260
1	I	88825	88831
1	I	113351	113357
1	I	97124	97130
1	I	166283	166289
1	I	138743	138749
1	I	51092	51098
1	I	142981	142987
1	I	17661	17667
1	I	97270	97276
1	I	133493	133499
1	I	157304	157310
1	I	109322	109328
1	I	8615	8621
1	I	172256	172262
1	I	28541	28547
1	I	106177	106183
1	I	45687	45693
1	I	63802	63808
1	I	91553	91559
1	I	56557	56563
1	I	184613	184619
1	I	15839	15845
1	I	50382	50388
1	I	196211	196217
1	I	91044	91050
1	I	3925	3931
1	I	9072	9078
1	I	193868	193874
1	I	30071	30077
1	I	195746	195752
1	I	100829	100835
1	I	75155	75161
1	I	25858	25864
1	I	118690	118696
1	I	149121	149127
1	I	65855	65861
1	I	139453	139459
1	I	191646	191652
1	I	32181	32187
1	I	115571	115577
1	I	78573	78579
1	I	64762	64768
1	I	52268	52274
1	I	56322	56328
1	I	45357	45363
1	I	170916	170922
1	I	193282	193288
1	I	85542	85548
1	I	9189	9195
1	I	159015	159021
1	I	97717	97723
1	I	44451	44457
1	I	184080	184086
1	I	65250	65256
1	I	182693	182699
1	I	127945	127951
1	I	43387	43393
1	I	18138	18144
1	I	36444	36450
1	I	189379	189385
1	I	157556	157562
1	I	144632	144638
1	I	50153	50159
1	I	78028	78034
1	I	133921	133927
1	I	25626	25632
1	I	52371	52377
1	I	91013	91019
1	I	68988	68994
1	I	177349	177355
1	I	73777	73783
1	I	150745	150751
1	I	156879	156885
1	I	194861	194867
1	I	109168	109174
1	I	14445	14451
1	I	52882	52888
1	I	159025	159031
1	I	189444	189450
1	I	103530	103536
1	I	45178	45184
1	I	161514	161520
1	I	195546	195552
1	I	116156	116162
1	I	90410	90416
1	I	48762	48768
1	I	161857	161863
1	I	13248	13254
1	I	97338	97344
1	I	103183	103189
1	I	46567	46573
1	I	76076	76082
1	I	63471	63477
1	I	179984	179990
1	I	88881	88887
1	I	120981	120987
1	I	71880	71886
1	I	25708	25714
1	I	123774	123780
1	I	194088	194094
1	I	128856	128862
1	I	105645	105651
1	I	55104	55110
1	I	129302	129308
1	I	99668	99674
1	I	160819	160825
1	I	141545	141551
1	I	78697	78703
1	I	81347	81353
1	I	82030	82036
1	I	110638	110644
1	I	180815	180821
1	I	95175	95181
1	I	167112	167118
1	I	78747	78753
1	I	137253	137259
1	I	188256	188262
1	I	2740	2746
1	I	33816	33822
1	I	107271	107277
1	I	46924	46930
1	I	167476	167482
1	I	64484	64490
1	I	164099	164105
1	I	78070	78076
1	I	124736	124742
1	I	9902	9908
1	I	112673	112679
