I	70094	-
I	87793	+
I	51072	+
I	39338	-
I	66861	+
I	145282	+
I	148445	+
I	151958	+
I	196356	-
I	51119	-
I	81308	-
I	9091	-
I	34216	+
I	72966	+
I	195287	+
I	150012	+
I	106297	-
I	165550	+
I	28645	+
I	141082	+
I	32147	-
I	29132	+
I	169306	+
I	174186	+
I	29813	+
I	63238	-
I	75940	-
I	159964	-
I	189984	-
I	8084	+
I	122062	-
I	99957	+
I	64178	+
I	69610	+
I	125880	-
I	188	-
I	88866	-
I	68289	+
I	199845	+
I	148938	-
I	162554	+
I	14708	+
I	12376	+
I	110114	+
I	87231	-
I	64652	+
I	120358	-
I	132224	+
I	173579	+
I	96504	-
I	177407	-
I	4046	+
I	160200	+
I	113617	-
I	168696	+
I	128414	-
I	136743	-
I	81125	+
I	76688	+
I	188733	-
I	119247	+
I	920	-
I	148817	-
I	186679	-
I	17779	-
I	194202	-
I	87484	+
I	47987	-
I	118117	-
I	139892	-
I	57695	+
I	178373	+
I	191398	-
I	117110	-
I	42604	-
I	101281	-
I	154089	-
I	31278	+
I	88534	-
I	88995	+
I	87368	+
I	101467	-
I	188120	-
I	46670	+
I	94040	-
I	183852	-
I	57349	+
I	75155	+
I	186172	-
I	117217	-
I	127008	-
I	50186	+
I	473	+
I	175774	-
I	165283	-
I	69537	+
I	196118	+
I	76390	-
I	129615	+
I	148260	-
I	182643	+
I	153511	+
I	32798	+
I	57995	-
I	46198	-
I	22868	-
I	140621	+
I	152511	-
I	57762	-
I	184125	+
I	58387	-
I	142320	+
I	154486	-
I	21863	-
I	135338	+
I	38631	-
I	164235	+
I	145051	-
I	111347	-
I	22215	-
I	104737	+
I	3635	-
I	93043	-
I	24550	-
I	27265	-
I	21139	-
I	56161	+
I	129776	-
I	127978	+
I	166305	+
I	38143	-
I	8118	-
I	131410	+
I	120437	+
I	165009	-
I	49999	+
I	153734	-
I	180592	-
I	169235	-
I	48558	-
I	65609	-
I	105759	-
I	129553	+
I	49565	-
I	73008	-
I	86521	+
I	65516	+
I	31498	+
I	30609	+
I	64161	+
I	30959	+
I	152599	-
I	2112	-
I	60028	+
I	51629	+
I	159658	-
I	87611	-
I	19501	+
I	148304	-
I	132693	+
I	176941	-
I	77171	-
I	127229	-
I	160370	+
I	78998	-
I	192556	+
I	31273	+
I	67523	-
I	67315	-
I	194637	+
I	182527	-
I	162435	+
I	61664	+
I	36205	-
I	20407	-
I	14696	-
I	164526	+
I	92961	-
I	58260	-
I	92120	+
I	192445	-
I	41886	-
I	37598	+
I	64542	+
I	66594	-
I	110986	-
I	136344	-
I	113720	-
I	29315	+
I	94010	+
I	110127	-
I	16427	+
I	181608	-
I	62181	+
I	84266	+
I	74201	-
I	88012	+
I	65266	+
I	135507	+
I	110087	+
I	45564	-
I	87441	-
I	197014	-
I	44983	-
I	148018	+
I	22910	-
I	112391	-
I	165847	-
I	46885	+
I	104587	+
I	153861	-
I	112771	-
I	132252	-
I	175031	-
I	53642	-
I	65564	+
I	195695	-
I	50185	-
I	170672	-
I	11831	+
I	33092	-
I	133014	+
I	3329	-
I	72235	+
I	18665	-
I	71302	-
I	167084	-
I	98808	+
I	198330	-
I	150820	+
I	127054	-
I	120161	+
I	130575	-
I	101593	-
I	75652	+
I	40914	+
I	178455	+
I	73287	+
I	49248	+
I	125759	-
I	112444	+
I	154133	-
I	143974	+
I	30494	-
I	96621	-
I	93508	-
I	139017	+
I	29697	+
I	43877	+
I	139954	-
I	99241	-
I	191706	-
I	143340	-
I	150521	-
I	135036	+
I	56567	+
I	77660	+
I	59199	-
I	36443	-
I	175345	-
I	75862	-
I	14854	-
I	32247	+
I	121271	-
I	79395	+
I	12427	+
I	168194	-
I	25508	+
I	115560	+
I	34491	-
I	42044	+
I	179106	+
I	153001	+
I	124776	-
I	81533	-
I	28528	-
I	68300	+
I	35127	+
I	190894	-
I	83303	+
I	159915	-
I	43037	-
I	169055	-
I	41480	-
I	128813	+
I	130402	+
I	183749	-
I	97215	+
I	198701	-
I	122722	-
I	185706	-
I	100174	-
I	25065	+
I	155968	+
I	12528	-
I	78496	+
I	31369	-
I	151639	-
I	184318	+
I	25959	+
I	91318	-
I	91729	+
I	154484	-
I	187238	+
I	26304	-
I	31274	+
I	13956	-
I	188239	-
I	161902	+
I	54842	+
I	150080	-
I	132004	-
I	4045	+
I	141527	-
I	87461	+
I	136997	-
I	49653	+
I	176548	+
I	125541	-
I	126416	-
I	7617	-
I	132771	-
I	151786	+
I	84117	-
I	106302	+
I	134262	+
I	131932	-
I	196918	-
I	119798	+
I	16167	-
I	164015	+
I	64015	+
I	176515	-
I	4918	+
I	167825	+
I	99177	+
I	23413	-
I	21750	-
I	20847	+
I	193201	+
I	197097	+
I	122201	-
I	31183	+
I	140191	+
I	152556	+
I	186937	+
I	108235	-
I	17057	+
I	129107	-
I	111182	+
I	108733	-
I	120066	-
I	135247	-
I	199385	+
I	76573	+
I	152077	-
I	100286	+
I	76218	+
I	191041	-
I	49282	+
I	170825	-
I	144766	+
I	109552	-
I	37042	-
I	51803	+
I	102125	-
I	50516	-
I	114876	+
I	62151	-
I	1884	-
I	148398	-
I	177520	-
I	94622	-
I	67006	-
I	59919	-
I	191324	+
I	186899	+
I	150536	-
I	69757	+
I	14972	-
I	147629	+
I	149326	-
I	90032	-
I	198521	-
I	48615	+
I	20664	-
I	55393	+
I	125401	+
I	8662	+
I	127500	+
I	10723	-
I	73234	+
I	162075	-
I	85948	-
I	30942	-
I	101872	+
I	72155	-
I	192095	-
I	17384	-
I	138932	+
I	166108	+
I	58854	-
I	6226	-
I	24192	+
I	105574	+
I	100740	-
I	164701	+
I	136632	+
I	175789	-
I	118641	-
I	75532	+
I	62956	-
I	170118	+
I	115844	+
I	68004	+
I	145629	-
I	47575	+
I	33388	+
I	122685	+
I	63314	-
I	175126	+
I	167446	+
I	155988	-
I	157914	-
I	144918	-
I	182381	-
I	113434	-
I	175303	-
I	154075	-
I	189031	-
I	177953	+
I	108599	-
I	100261	-
I	5147	-
I	185302	-
I	163633	-
I	103399	+
I	114084	+
I	185998	-
I	105417	+
I	25232	-
I	77669	-
I	115394	-
I	143529	-
I	127869	-
I	148612	-
I	192836	+
I	56669	+
I	44598	+
I	51912	+
I	168452	-
I	23302	-
I	102032	-
I	8905	-
I	19639	-
I	172573	+
I	161395	-
I	71044	+
I	54561	+
I	116333	+
I	191290	-
I	177713	-
I	195377	-
I	188467	-
I	17619	+
I	100875	+
I	29812	+
I	120757	-
I	139643	+
I	156314	-
I	183973	+
I	198824	+
I	194976	+
I	184440	-
I	162746	+
I	144313	-
I	186758	+
I	86296	-
I	153805	-
I	166759	-
I	192645	+
I	119082	-
I	116154	-
I	12514	-
I	167552	-
I	82395	+
I	172230	-
I	193879	+
I	86805	-
I	8133	-
I	64837	+
I	24349	-
I	45743	-
I	154525	+
I	53695	+
I	25625	-
I	2883	+
I	193334	+
I	186468	-
I	116054	+
I	165647	+
I	130388	-
I	18591	+
I	174280	+
I	152554	+
I	58506	-
I	90815	-
I	87955	-
I	30552	-
I	6239	+
I	118628	-
I	123230	+
I	5124	-
I	133269	-
I	22476	+
I	137848	-
I	113058	+
I	194833	+
I	105701	-
I	146480	-
I	91580	+
I	96772	-
I	109186	+
I	147584	+
I	36936	+
I	102964	-
I	155524	+
I	181006	-
I	107262	-
I	140048	-
I	55236	+
I	9382	+
I	35690	-
I	118333	+
I	197224	+
I	22454	-
I	56723	-
I	106212	-
I	89773	+
I	95566	-
I	178305	+
I	94161	+
I	187170	+
I	100808	+
I	9111	+
I	38080	+
I	124229	-
I	12276	+
I	148002	+
I	41073	+
I	42666	-
I	124198	-
I	185746	+
I	72399	-
I	18720	+
I	98630	+
I	44991	+
I	71238	+
I	148906	+
I	169190	+
I	29635	-
I	65460	+
I	57555	+
I	79506	-
I	41388	-
I	67234	+
I	124764	+
I	91265	+
I	68421	+
I	166357	-
I	179155	+
I	193454	+
I	87745	+
I	175331	-
I	195027	+
I	50584	-
I	147794	-
I	15282	+
I	41531	-
I	102111	+
I	154695	+
I	156762	-
I	137466	+
I	11459	-
I	38172	-
I	29755	-
I	43433	+
I	42590	-
I	24322	+
I	35268	-
I	20828	-
I	173693	+
I	132683	-
I	53967	+
I	82165	+
I	64169	-
I	96239	+
I	37667	+
I	110179	-
I	46491	-
I	85584	-
I	23889	+
I	11754	+
I	182574	-
I	90143	+
I	173736	-
I	57005	-
I	102023	+
I	183520	-
I	161846	-
I	75289	+
I	105228	-
I	107174	+
I	77249	+
I	111311	-
I	87175	-
I	12416	-
I	168714	+
I	169346	-
I	43569	+
I	24971	-
I	130206	-
I	109614	-
I	190687	-
I	39251	+
I	13358	+
I	37850	-
I	38006	-
I	46523	+
I	175995	+
I	164137	-
I	113049	-
I	60835	+
I	128274	+
I	121675	+
I	8433	-
I	172181	-
I	47306	+
I	161901	+
I	39693	-
I	43676	+
I	199170	+
I	180815	+
I	34541	+
I	168416	+
I	194709	-
I	46949	-
I	21219	-
I	196818	+
I	12474	-
I	71174	+
I	37807	-
I	72059	-
I	97613	-
I	152102	+
I	3218	-
I	197978	-
I	117042	+
I	41857	+
I	119897	-
I	117619	+
I	8928	-
I	197538	-
I	187457	+
I	97559	-
I	75782	-
I	130028	-
I	156944	+
I	43793	-
I	80827	-
I	186726	+
I	139174	+
I	87836	-
I	182219	+
I	122580	+
I	99089	+
I	137625	-
I	15897	-
I	127498	+
I	26366	+
I	58248	-
I	93565	+
I	46460	+
I	138800	-
I	76712	-
I	108620	+
I	74945	+
I	160541	-
I	90312	-
I	152670	-
I	156074	+
I	52265	-
I	28226	-
I	3599	+
I	127958	+
I	96347	+
I	199160	+
I	161227	+
I	131030	+
I	85846	+
I	186065	-
I	123381	+
I	5796	+
I	17626	+
I	180461	-
I	89811	-
I	16437	-
I	144836	+
I	65791	-
I	86402	-
I	81239	+
I	124364	-
I	133080	-
I	67232	+
I	110266	+
I	43323	+
I	13332	-
I	125815	-
I	104504	-
I	61117	+
I	189838	+
I	67888	+
I	45312	+
I	146367	+
I	18190	-
I	1398	+
I	9947	+
I	145553	+
I	177955	-
I	123987	+
I	69275	+
I	8773	-
I	48850	-
I	33054	-
I	108754	+
I	62226	-
I	195018	-
I	146622	-
I	165936	-
I	127967	+
I	29817	+
I	9992	+
I	151134	-
I	133690	+
I	29003	+
I	94050	+
I	138263	-
I	80098	+
I	159905	-
I	123272	-
I	27212	-
I	28446	-
I	44750	-
I	37643	-
I	70904	+
I	197707	+
I	103762	+
I	11535	-
I	30280	+
I	14337	+
I	135919	-
I	189745	+
I	187337	+
I	17520	-
I	103661	+
I	123305	+
I	149178	-
I	19731	-
I	8314	-
I	35074	+
I	28368	+
I	92762	-
I	132319	-
I	95548	+
I	193944	-
I	151406	+
I	160111	+
I	47380	+
I	136556	-
I	185558	+
I	109945	-
I	10412	-
I	65920	+
I	89529	+
I	61034	-
I	21787	+
I	34117	-
I	137199	-
I	198768	-
I	49374	-
I	60286	-
I	159579	+
I	62190	-
I	80800	-
I	158794	-
I	168265	-
I	174407	-
I	2697	-
I	22648	+
I	12789	+
I	9081	+
I	112554	+
I	52967	-
I	104895	+
I	2502	+
I	100123	+
I	17149	-
I	81049	-
I	48601	+
I	101203	+
I	112237	-
I	72898	+
I	127975	-
I	35383	-
I	78454	+
I	19766	+
I	95961	-
I	53212	-
I	165962	-
I	124063	-
I	194984	+
I	120985	+
I	137640	-
I	72456	+
I	26202	-
I	83302	+
I	44225	+
I	156167	-
I	189173	-
I	145608	-
I	143396	+
I	42139	-
I	78630	-
I	115060	+
I	88621	-
I	10457	-
I	167602	+
I	49281	-
I	139291	+
I	28560	+
I	147338	-
I	143058	-
I	143259	+
I	94196	+
I	58095	-
I	91890	+
I	32131	-
I	154432	+
I	130954	+
I	47752	+
I	111202	+
I	34226	-
I	18435	-
I	18586	-
I	187950	-
I	78232	-
I	191800	+
I	99702	+
I	2559	-
I	56315	+
I	49321	-
I	155112	-
I	108023	-
I	47069	+
I	121581	-
I	114970	-
I	56750	-
I	189174	+
I	193893	+
I	177034	+
I	44899	+
I	81136	+
I	88271	-
I	17651	+
I	128630	-
I	153584	+
I	191053	-
I	128836	-
I	154093	-
I	80481	+
I	138733	+
I	168675	+
I	80720	+
I	27914	+
I	132232	-
I	21551	-
I	107241	-
I	139648	+
I	61957	-
I	186847	-
I	199322	+
I	116863	+
I	141714	+
I	28297	+
I	61011	-
I	69715	+
I	81755	+
I	31126	-
I	14997	-
I	150028	-
I	170644	-
I	1048	+
I	134793	+
I	146083	+
I	64530	+
I	93839	+
I	106716	+
I	187798	-
I	105914	+
I	186495	-
I	41349	-
I	93807	+
I	15960	+
I	71127	+
I	51660	+
I	17005	-
I	120321	-
I	46106	-
I	13284	+
I	100070	+
I	120933	+
I	148771	-
I	22182	-
I	29667	+
I	177421	-
I	92731	-
I	163616	-
I	188024	-
I	187615	-
I	18857	-
I	175518	+
I	180793	+
I	147517	-
I	34608	-
I	162485	+
I	140252	-
I	68734	+
I	88641	-
I	58243	+
I	168451	+
I	25007	+
I	112735	-
I	23486	+
I	97585	+
I	18888	+
I	142811	+
I	185192	+
I	140507	+
I	1316	-
I	107272	+
I	58099	-
I	122342	-
I	93502	+
I	160178	+
I	95932	+
I	154722	-
I	158346	+
I	174073	+
I	52610	-
I	189480	-
I	149939	-
I	108880	-
I	88211	+
I	24862	-
I	162398	-
I	157386	+
I	179433	-
I	180645	+
I	140434	+
I	135764	+
I	101209	-
I	164763	+
I	32153	+
I	58213	-
I	184671	-
I	129464	-
I	90745	-
I	24007	+
I	66142	+
I	72312	-
I	41130	-
I	1980	+
I	185125	-
I	64024	+
I	151603	+
I	74300	-
I	32163	+
I	179928	-
I	13282	+
I	104886	-
I	58131	-
I	87320	-
I	82216	-
I	105275	+
I	76549	+
I	53055	-
I	6154	-
I	97042	+
I	78717	+
I	147543	-
I	66911	-
I	13078	-
I	44518	-
I	96377	+
I	132777	-
I	36894	-
I	174309	+
I	188491	+
I	184779	+
I	95278	-
I	121340	-
I	119635	+
I	106074	+
I	139156	-
I	95841	-
I	17051	+
I	191368	+
I	60062	+
I	185554	-
I	73819	-
I	116056	-
I	145601	-
I	192302	+
I	44456	+
I	169828	+
I	145835	-
I	106206	-
I	75154	-
I	115191	-
I	58632	+
I	155473	-
I	36344	+
I	140451	-
I	173005	+
I	76876	+
I	19644	+
I	44380	+
I	57398	+
I	195772	+
I	126444	-
I	119577	+
I	80799	+
I	93167	-
I	9419	+
I	50791	+
I	154013	-
I	154552	+
I	22235	-
I	147392	-
I	154151	-
I	171354	+
I	21064	-
I	34361	-
I	199290	-
I	30511	-
I	66654	+
I	2526	+
I	9479	+
I	198042	-
I	60573	+
I	141709	-
I	118334	-
I	16845	+
I	135897	+
I	144498	+
I	4082	-
I	291	-
I	111550	-
I	23762	+
I	87372	-
I	161284	-
I	89453	-
I	148660	+
I	129407	-
I	155435	+
I	70512	-
I	114745	-
I	168281	+
I	1113	+
I	99928	+
I	46897	+
I	173344	+
I	4200	-
I	40240	+
I	192958	-
I	46538	-
I	136257	-
I	50077	-
I	132034	-
I	92610	-
I	138196	-
I	97434	-
I	69240	+
I	171746	+
I	175094	+
I	123964	+
I	184346	-
I	30599	-
I	37416	-
I	189635	-
I	117544	-
I	67245	+
I	182010	+
I	79351	+
I	111234	-
I	70256	+
I	86195	-
I	100965	+
I	147731	-
I	9521	-
I	129336	+
I	198753	+
I	177776	+
I	139980	+
I	135291	-
I	84437	+
I	100325	-
I	62003	+
I	177275	-
I	178743	-
I	187258	+
I	100201	-
I	6808	+
I	38956	+
I	169029	+
I	106486	-
I	124218	+
I	184460	-
I	14805	+
I	146684	-
I	132977	-
I	130832	+
I	70430	-
I	184256	-
I	11020	+
I	172344	-
I	148688	+
I	118718	-
I	128632	+
I	57170	+
I	46631	-
I	165265	-
I	46235	-
I	28596	+
I	44625	-
I	2484	+
I	21132	-
I	168704	-
I	166691	+
I	72103	+
I	178255	-
I	170904	-
I	115690	-
I	179096	+
I	115819	-
I	174586	-
I	86286	-
I	160849	+
I	17565	-
I	163130	-
I	1627	-
I	110115	+
I	135918	-
I	50981	+
I	186727	+
I	148448	-
I	164407	+
I	67643	-
I	94624	-
I	553	-
I	178812	-
I	147548	-
I	183584	+
I	129905	+
I	84083	+
I	74830	-
I	81006	+
I	182387	+
I	167542	+
I	64671	-
I	58352	+
I	104637	-
I	111648	+
I	105188	-
I	69023	+
I	97787	+
I	35140	+
I	87964	-
I	120329	-
I	153683	+
I	195095	+
I	194818	-
I	38487	-
I	26573	-
I	192941	-
I	54636	+
I	106825	+
I	180337	-
I	18651	-
I	33181	-
I	48717	+
I	29335	+
I	172461	+
I	62936	+
I	33378	-
I	88302	+
I	114035	-
I	44590	+
I	63798	-
I	32059	+
I	156121	+
I	81008	+
I	71221	+
I	78718	+
I	19191	+
I	2173	+
I	196	+
I	115376	+
I	14023	+
I	61193	-
I	79756	+
I	191283	-
I	11974	-
I	197136	+
I	179409	-
I	147793	+
I	3443	+
I	66652	-
I	193763	+
I	7183	+
I	73203	-
I	28481	+
I	121889	+
I	64709	+
I	75032	+
I	152034	+
I	6246	+
I	122353	-
I	172823	+
I	152505	+
I	175911	+
I	110117	-
I	152852	+
I	29032	+
I	160151	+
I	80782	-
I	138767	+
I	164068	+
I	119271	-
I	97674	+
I	123854	+
I	136210	-
I	137939	-
I	51138	-
I	6380	-
I	146828	-
I	101152	-
I	160161	+
I	12832	-
I	108830	+
I	45502	+
I	135627	+
I	148655	-
I	74214	+
I	188368	+
I	156606	-
I	18329	-
I	61102	+
I	110604	+
I	75081	+
I	100613	-
I	181485	-
I	153802	-
I	188069	+
I	198562	+
I	73331	-
I	105057	-
I	29018	-
I	11482	-
I	49915	+
I	29109	-
I	43923	-
I	105094	+
I	177160	+
I	160760	+
I	154348	+
I	2595	-
I	26056	-
I	192909	-
I	7367	-
I	57747	+
I	88829	-
I	68239	+
I	39235	+
I	63135	+
I	88219	-
I	129932	-
I	72124	+
I	70536	+
I	96385	-
I	15536	+
I	189959	-
I	87369	-
I	149849	-
I	199609	+
I	64565	+
I	26138	-
I	124056	+
I	167044	-
I	69139	+
I	86180	-
I	22661	-
I	134766	+
I	134765	+
I	157090	+
I	198903	+
I	1082	+
I	152067	-
I	60344	+
I	53618	-
I	82328	+
I	84339	+
I	55273	-
I	29913	+
I	155234	-
I	150195	-
I	173417	+
I	73370	-
I	88563	-
I	16781	-
I	135080	+
I	99545	-
I	137000	-
I	120291	+
I	69190	-
I	90845	+
I	138582	+
I	124646	+
I	137704	-
I	24629	-
I	134706	+
I	20400	-
I	7918	-
I	149975	+
I	86615	-
I	25194	-
I	158732	+
I	23403	-
I	168401	-
I	181413	+
I	115843	+
I	12210	+
I	84202	-
I	183662	+
I	82288	+
I	94288	+
I	154485	-
I	175862	-
I	187665	+
I	143495	-
I	48215	+
I	112748	+
I	112340	-
I	135348	+
I	192561	-
I	83511	-
I	45324	+
I	73489	+
I	91504	+
I	126015	+
I	171338	-
I	72511	+
I	141739	-
I	101413	+
I	128662	+
I	131583	-
I	120428	+
I	26784	+
I	57791	-
I	186807	-
I	72362	+
I	195541	-
I	7430	-
I	198818	-
I	75287	-
I	157383	+
I	151959	-
I	20231	-
I	35936	-
I	129646	-
I	2002	+
I	48529	+
I	161671	+
I	125653	-
I	52722	+
I	142615	+
I	42990	+
I	176673	+
I	179068	-
I	42319	+
I	14493	+
I	19507	+
I	81615	+
I	64384	+
I	38597	+
I	97707	+
I	169690	+
I	20662	+
I	166397	+
I	46186	-
I	68378	-
I	14834	-
I	124868	+
I	135466	+
I	54933	-
I	115684	-
I	69317	-
I	98404	+
I	62492	+
I	145350	-
I	170785	+
I	36379	-
I	32786	-
I	197866	-
I	46974	+
I	161884	+
I	61918	-
I	159963	+
I	44729	-
I	68821	+
I	178153	+
I	128723	+
I	55939	+
I	109325	-
I	5534	-
I	66788	+
I	21784	+
I	137532	+
I	96048	+
I	139631	-
I	74584	-
I	185827	+
I	113687	-
I	24235	-
I	188892	-
I	129625	-
I	16286	+
I	154051	+
I	81111	+
I	40580	+
I	158774	+
I	164470	+
I	98737	+
I	189347	+
I	52092	+
I	81432	+
I	39724	-
I	15975	+
I	135849	+
I	182055	+
I	188350	-
I	161246	-
I	101540	-
I	113340	-
I	78158	-
I	99590	+
I	185419	-
I	177805	+
I	129236	+
I	138406	-
I	186282	+
I	27453	-
I	116359	+
I	18253	-
I	102185	+
I	109369	-
I	44919	-
I	22861	+
I	68923	-
I	8156	-
I	67057	-
I	173855	-
I	118515	+
I	91129	+
I	196815	-
I	97513	+
I	99230	+
I	2494	-
I	111221	+
I	126628	+
I	66420	-
I	118002	-
I	12783	-
I	12226	-
I	123025	-
I	44700	+
I	113898	+
I	84195	-
I	98682	+
I	114160	-
I	26282	+
I	98830	+
I	117130	+
I	171865	+
I	152672	-
I	136252	-
I	170517	-
I	162017	-
I	68238	+
I	194609	+
I	160785	-
I	189776	+
I	182703	+
I	44312	+
I	199842	+
I	157284	+
I	78007	-
I	28009	+
I	108649	-
I	55655	+
I	18430	-
I	70428	+
I	103004	-
I	160535	+
I	108328	+
I	32924	+
I	143387	+
I	35651	-
I	159760	+
I	110097	-
I	89097	+
I	77064	+
I	165153	-
I	132898	+
I	71425	+
I	41569	+
I	181667	-
I	109379	+
I	67954	-
I	57938	-
I	1476	+
I	154908	+
I	61711	+
I	166226	+
I	153311	+
I	148079	-
I	141134	-
I	124494	-
I	9245	+
I	56850	+
I	130646	-
I	129813	-
I	161341	+
I	193824	-
I	82035	-
I	25960	-
I	44887	+
I	137644	-
I	91888	-
I	47574	+
I	92281	+
I	85176	-
I	170039	+
I	33645	-
I	140675	-
I	171596	+
I	134946	-
I	94890	+
I	171261	-
I	3087	-
I	161462	-
I	60176	-
I	137943	+
I	97446	-
I	139837	-
I	53231	-
I	84674	-
I	27087	-
I	52561	+
I	134769	+
I	109232	-
I	98567	+
I	125642	-
I	187582	-
I	91215	+
I	63185	+
I	163012	-
I	134700	-
I	64201	+
I	193204	+
I	29728	-
I	78696	+
I	1051	+
I	163486	+
I	58044	+
I	171735	-
I	106584	-
